Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-06-18 00:24:45.293558,4188.70967742,0,4205.80645161,0,4210.32258065,0,4166.4516129,0,4161.93548387,0,4171.93548387,0,4181.61290323,0,4162.25806452,0,4162.58064516,0,4198.70967742,0,4199.67741935,0,4179.35483871,0,4172.58064516,0,4222.25806452,0,0,0,?
2017-06-18 00:24:45.298459,4159.03225806,0,4174.83870968,0,4172.25806452,0,4210.64516129,0,4206.12903226,0,4164.19354839,0,4159.03225806,0,4168.70967742,0,4192.90322581,0,4173.87096774,0,4171.29032258,0,4163.87096774,0,4159.35483871,0,4196.4516129,0,0,0,?
2017-06-18 00:24:45.309477,4157.74193548,0,4182.25806452,0,4169.03225806,0,4164.83870968,0,4209.67741935,0,4210.64516129,0,4162.58064516,0,4185.80645161,0,4177.41935484,0,4180.32258065,0,4178.06451613,0,4163.87096774,0,4158.70967742,0,4210.0,0,0,0,?
2017-06-18 00:24:45.314475,4190.64516129,0,4163.22580645,0,4199.67741935,0,4197.41935484,0,4211.29032258,0,4164.83870968,0,4192.58064516,0,4174.51612903,0,4216.4516129,0,4206.12903226,0,4210.64516129,0,4187.74193548,0,4172.25806452,0,4239.67741935,0,0,0,?
2017-06-18 00:24:45.325468,4202.90322581,0,4163.22580645,0,4208.38709677,0,4190.0,0,4204.19354839,0,4198.38709677,0,4180.32258065,0,4202.58064516,0,4197.41935484,0,4193.5483871,0,4191.93548387,0,4195.16129032,0,4174.51612903,0,4238.70967742,0,0,0,?
2017-06-18 00:24:45.330568,4180.96774194,0,4198.38709677,0,4200.64516129,0,4162.25806452,0,4199.35483871,0,4177.41935484,0,4157.41935484,0,4176.12903226,0,4177.09677419,0,4181.29032258,0,4162.58064516,0,4173.22580645,0,4155.80645161,0,4220.64516129,0,0,0,?
2017-06-18 00:24:45.341518,4183.87096774,0,4207.09677419,0,4207.74193548,0,4177.41935484,0,4206.12903226,0,4190.64516129,0,4179.67741935,0,4194.51612903,0,4185.16129032,0,4195.80645161,0,4188.70967742,0,4164.51612903,0,4165.48387097,0,4226.12903226,0,0,0,?
2017-06-18 00:24:45.345456,4196.12903226,0,4165.48387097,0,4168.70967742,0,4173.87096774,0,4163.5483871,0,4167.41935484,0,4202.58064516,0,4167.09677419,0,4194.83870968,0,4203.5483871,0,4207.09677419,0,4187.41935484,0,4179.03225806,0,4237.74193548,0,0,0,?
2017-06-18 00:24:45.356449,4178.38709677,0,4207.09677419,0,4209.67741935,0,4206.77419355,0,4209.03225806,0,4205.48387097,0,4189.67741935,0,4210.0,0,4185.16129032,0,4202.58064516,0,4181.29032258,0,4197.74193548,0,4172.90322581,0,4230.0,0,0,0,?
2017-06-18 00:24:45.361443,4159.03225806,0,4200.32258065,0,4186.12903226,0,4170.64516129,0,4197.74193548,0,4174.83870968,0,4170.64516129,0,4185.80645161,0,4207.41935484,0,4192.25806452,0,4159.35483871,0,4179.67741935,0,4157.74193548,0,4209.35483871,0,0,0,?
2017-06-18 00:24:45.372453,4163.87096774,0,4196.77419355,0,4178.38709677,0,4178.38709677,0,4203.5483871,0,4182.90322581,0,4164.19354839,0,4168.06451613,0,4189.35483871,0,4163.87096774,0,4159.03225806,0,4160.32258065,0,4145.48387097,0,4191.29032258,0,0,0,?
2017-06-18 00:24:45.377538,4186.12903226,0,4199.03225806,0,4198.70967742,0,4204.51612903,0,4164.83870968,0,4201.93548387,0,4165.80645161,0,4172.58064516,0,4205.16129032,0,4161.93548387,0,4167.09677419,0,4161.29032258,0,4170.0,0,4203.87096774,0,0,0,?
2017-06-18 00:24:45.388476,4181.29032258,0,4205.80645161,0,4208.06451613,0,4162.25806452,0,4204.19354839,0,4206.77419355,0,4174.51612903,0,4180.0,0,4179.67741935,0,4189.03225806,0,4172.90322581,0,4175.16129032,0,4176.12903226,0,4218.70967742,0,0,0,?
2017-06-18 00:24:45.393452,4152.90322581,0,4199.03225806,0,4183.22580645,0,4130.32258065,0,4191.61290323,0,4161.93548387,0,4185.80645161,0,4179.67741935,0,4177.41935484,0,4198.70967742,0,4168.70967742,0,4180.32258065,0,4156.77419355,0,4207.74193548,0,0,0,?
2017-06-18 00:24:45.404542,4164.19354839,0,4193.22580645,0,4175.80645161,0,4183.22580645,0,4188.70967742,0,4195.48387097,0,4202.58064516,0,4197.41935484,0,4177.74193548,0,4198.38709677,0,4169.03225806,0,4184.83870968,0,4172.58064516,0,4208.70967742,0,0,0,?
2017-06-18 00:24:45.408501,4200.0,0,4205.16129032,0,4201.93548387,0,4161.61290323,0,4179.35483871,0,4175.80645161,0,4165.48387097,0,4164.83870968,0,4190.32258065,0,4205.48387097,0,4191.29032258,0,4200.0,0,4193.22580645,0,4239.67741935,0,0,0,?
2017-06-18 00:24:45.419471,4165.80645161,0,4164.19354839,0,4170.0,0,4148.06451613,0,4168.06451613,0,4195.16129032,0,4211.29032258,0,4206.12903226,0,4194.19354839,0,4163.87096774,0,4167.74193548,0,4162.25806452,0,4207.41935484,0,4206.12903226,0,0,0,?
2017-06-18 00:24:45.424466,4205.48387097,0,4201.29032258,0,4204.51612903,0,4178.06451613,0,4174.83870968,0,4208.38709677,0,4207.74193548,0,4202.90322581,0,4190.32258065,0,4168.06451613,0,4171.61290323,0,4164.19354839,0,4203.87096774,0,4241.61290323,0,0,0,?
2017-06-18 00:24:45.435459,4192.25806452,0,4186.4516129,0,4175.48387097,0,4186.77419355,0,4193.5483871,0,4193.5483871,0,4197.41935484,0,4209.03225806,0,4187.74193548,0,4209.67741935,0,4204.51612903,0,4207.41935484,0,4179.03225806,0,4231.29032258,0,0,0,?
2017-06-18 00:24:45.440517,4190.0,0,4174.83870968,0,4163.5483871,0,4200.0,0,4204.51612903,0,4203.22580645,0,4173.87096774,0,4190.64516129,0,4181.93548387,0,4185.16129032,0,4180.96774194,0,4182.90322581,0,4169.67741935,0,4229.03225806,0,0,0,?
2017-06-18 00:24:45.451470,4181.29032258,0,4170.0,0,4172.58064516,0,4150.0,0,4204.83870968,0,4171.93548387,0,4172.58064516,0,4177.74193548,0,4210.96774194,0,4167.09677419,0,4160.32258065,0,4163.5483871,0,4161.29032258,0,4226.12903226,0,0,0,?
2017-06-18 00:24:45.456439,4187.74193548,0,4188.38709677,0,4182.25806452,0,4171.61290323,0,4202.90322581,0,4164.19354839,0,4192.25806452,0,4184.83870968,0,4201.29032258,0,4173.87096774,0,4170.64516129,0,4174.51612903,0,4171.93548387,0,4238.70967742,0,0,0,?
2017-06-18 00:24:45.467520,4195.48387097,0,4201.61290323,0,4174.83870968,0,4147.41935484,0,4206.4516129,0,4205.16129032,0,4190.96774194,0,4185.16129032,0,4205.80645161,0,4180.0,0,4194.83870968,0,4188.70967742,0,4187.41935484,0,4240.96774194,0,0,0,?
2017-06-18 00:24:45.471456,4185.80645161,0,4186.12903226,0,4167.09677419,0,4170.96774194,0,4161.61290323,0,4209.67741935,0,4183.22580645,0,4181.61290323,0,4163.87096774,0,4170.32258065,0,4181.61290323,0,4175.16129032,0,4175.16129032,0,4227.74193548,0,0,0,?
2017-06-18 00:24:45.482456,4186.12903226,0,4169.35483871,0,4164.83870968,0,4170.32258065,0,4211.29032258,0,4163.5483871,0,4196.12903226,0,4180.32258065,0,4169.03225806,0,4169.67741935,0,4173.22580645,0,4168.70967742,0,4181.61290323,0,4225.80645161,0,0,0,?
2017-06-18 00:24:45.487473,4193.5483871,0,4180.64516129,0,4172.90322581,0,4170.96774194,0,4208.70967742,0,4161.29032258,0,4210.96774194,0,4186.12903226,0,4170.32258065,0,4188.06451613,0,4200.96774194,0,4188.38709677,0,4189.35483871,0,4238.38709677,0,0,0,?
2017-06-18 00:24:45.498513,4190.0,0,4198.06451613,0,4178.70967742,0,4176.4516129,0,4202.58064516,0,4202.90322581,0,4207.74193548,0,4197.41935484,0,4167.41935484,0,4201.93548387,0,4209.03225806,0,4198.38709677,0,4184.51612903,0,4243.22580645,0,0,0,?
2017-06-18 00:24:45.503456,4188.70967742,0,4202.25806452,0,4179.67741935,0,4164.51612903,0,4196.4516129,0,4194.51612903,0,4202.90322581,0,4196.12903226,0,4201.29032258,0,4195.16129032,0,4195.48387097,0,4201.61290323,0,4187.41935484,0,4239.67741935,0,0,0,?
2017-06-18 00:24:45.514546,4197.09677419,0,4206.12903226,0,4187.09677419,0,4163.5483871,0,4206.4516129,0,4194.19354839,0,4207.74193548,0,4180.32258065,0,4188.70967742,0,4177.41935484,0,4192.90322581,0,4200.0,0,4185.16129032,0,4239.03225806,0,0,0,?
2017-06-18 00:24:45.519484,4193.22580645,0,4200.96774194,0,4180.96774194,0,4173.22580645,0,4206.12903226,0,4197.09677419,0,4190.32258065,0,4160.0,0,4190.32258065,0,4160.64516129,0,4177.74193548,0,4166.12903226,0,4173.87096774,0,4238.38709677,0,0,0,?
2017-06-18 00:24:45.530488,4179.03225806,0,4194.83870968,0,4174.19354839,0,4141.29032258,0,4183.87096774,0,4202.58064516,0,4179.03225806,0,4166.4516129,0,4163.87096774,0,4158.38709677,0,4160.0,0,4146.12903226,0,4158.70967742,0,4238.38709677,0,0,0,?
2017-06-18 00:24:45.534454,4190.96774194,0,4206.12903226,0,4180.96774194,0,4132.58064516,0,4184.83870968,0,4202.58064516,0,4202.58064516,0,4196.12903226,0,4177.09677419,0,4176.12903226,0,4180.96774194,0,4178.06451613,0,4173.5483871,0,4242.58064516,0,0,0,?
2017-06-18 00:24:45.545483,4201.93548387,0,4206.77419355,0,4179.03225806,0,4176.77419355,0,4204.83870968,0,4202.90322581,0,4209.03225806,0,4195.80645161,0,4205.80645161,0,4182.58064516,0,4198.06451613,0,4199.35483871,0,4191.93548387,0,4198.38709677,0,0,0,?
2017-06-18 00:24:45.550510,4188.70967742,0,4181.93548387,0,4175.16129032,0,4189.35483871,0,4204.51612903,0,4208.38709677,0,4189.67741935,0,4171.29032258,0,4186.4516129,0,4169.03225806,0,4190.96774194,0,4193.5483871,0,4180.32258065,0,4197.74193548,0,0,0,?
2017-06-18 00:24:45.561497,4191.29032258,0,4180.0,0,4181.61290323,0,4161.61290323,0,4200.0,0,4204.83870968,0,4191.29032258,0,4181.61290323,0,4201.29032258,0,4184.19354839,0,4200.32258065,0,4202.58064516,0,4184.83870968,0,4204.51612903,0,0,0,?
2017-06-18 00:24:45.566508,4195.48387097,0,4204.19354839,0,4183.87096774,0,4158.38709677,0,4206.12903226,0,4186.4516129,0,4197.41935484,0,4195.16129032,0,4174.83870968,0,4199.67741935,0,4161.93548387,0,4192.25806452,0,4184.83870968,0,4210.64516129,0,0,0,?
2017-06-18 00:24:45.577467,4189.03225806,0,4204.83870968,0,4183.22580645,0,4188.06451613,0,4200.0,0,4169.03225806,0,4169.67741935,0,4165.16129032,0,4209.67741935,0,4180.32258065,0,4200.64516129,0,4159.67741935,0,4176.77419355,0,4204.51612903,0,0,0,?
2017-06-18 00:24:45.582472,4199.03225806,0,4201.29032258,0,4193.22580645,0,4193.22580645,0,4199.67741935,0,4182.90322581,0,4154.19354839,0,4146.4516129,0,4185.48387097,0,4177.74193548,0,4200.64516129,0,4172.90322581,0,4189.03225806,0,4213.22580645,0,0,0,?
2017-06-18 00:24:45.593537,4200.64516129,0,4206.77419355,0,4193.87096774,0,4201.61290323,0,4208.70967742,0,4205.16129032,0,4179.03225806,0,4175.16129032,0,4200.64516129,0,4203.5483871,0,4174.51612903,0,4163.5483871,0,4190.64516129,0,4224.19354839,0,0,0,?
2017-06-18 00:24:45.597517,4200.96774194,0,4197.74193548,0,4193.87096774,0,4208.70967742,0,4210.0,0,4200.0,0,4208.38709677,0,4162.90322581,0,4185.48387097,0,4179.03225806,0,4193.22580645,0,4180.96774194,0,4202.90322581,0,4220.96774194,0,0,0,?
2017-06-18 00:24:45.609580,4211.29032258,0,4208.38709677,0,4209.67741935,0,4172.25806452,0,4163.5483871,0,4192.25806452,0,4161.29032258,0,4174.51612903,0,4202.25806452,0,4197.41935484,0,4197.41935484,0,4195.80645161,0,4168.38709677,0,4223.22580645,0,0,0,?
2017-06-18 00:24:45.613476,4165.80645161,0,4179.35483871,0,4163.22580645,0,4179.03225806,0,4202.90322581,0,4195.80645161,0,4200.0,0,4210.0,0,4198.06451613,0,4188.38709677,0,4194.19354839,0,4191.29032258,0,4209.35483871,0,4233.87096774,0,0,0,?
2017-06-18 00:24:45.624513,4169.67741935,0,4169.67741935,0,4208.70967742,0,4155.16129032,0,4190.32258065,0,4203.22580645,0,4161.93548387,0,4206.4516129,0,4191.93548387,0,4162.90322581,0,4191.93548387,0,4163.87096774,0,4203.87096774,0,4231.93548387,0,0,0,?
2017-06-18 00:24:45.629460,4166.12903226,0,4208.06451613,0,4211.29032258,0,4165.16129032,0,4205.16129032,0,4209.67741935,0,4174.19354839,0,4164.19354839,0,4189.35483871,0,4170.96774194,0,4191.61290323,0,4172.90322581,0,4162.25806452,0,4228.06451613,0,0,0,?
2017-06-18 00:24:45.640462,4201.93548387,0,4205.16129032,0,4203.87096774,0,4197.09677419,0,4163.5483871,0,4202.25806452,0,4200.0,0,4210.96774194,0,4190.64516129,0,4188.38709677,0,4180.64516129,0,4187.09677419,0,4164.19354839,0,4228.38709677,0,0,0,?
2017-06-18 00:24:45.645554,4192.25806452,0,4211.29032258,0,4163.22580645,0,4157.41935484,0,4198.06451613,0,4189.03225806,0,4182.58064516,0,4200.0,0,4193.87096774,0,4180.0,0,4172.90322581,0,4165.80645161,0,4195.16129032,0,4221.29032258,0,0,0,?
2017-06-18 00:24:45.656501,4162.90322581,0,4187.09677419,0,4193.22580645,0,4158.38709677,0,4206.4516129,0,4201.93548387,0,4210.96774194,0,4204.51612903,0,4213.22580645,0,4190.32258065,0,4192.25806452,0,4178.06451613,0,4208.70967742,0,4228.38709677,0,0,0,?
2017-06-18 00:24:45.660525,4175.16129032,0,4193.87096774,0,4192.58064516,0,4182.58064516,0,4179.03225806,0,4173.87096774,0,4200.96774194,0,4181.29032258,0,4233.5483871,0,4202.58064516,0,4196.12903226,0,4202.90322581,0,4180.32258065,0,4242.90322581,0,0,0,?
2017-06-18 00:24:45.671500,4185.80645161,0,4201.93548387,0,4203.5483871,0,4169.03225806,0,4172.90322581,0,4164.51612903,0,4199.03225806,0,4196.77419355,0,4218.38709677,0,4169.67741935,0,4205.16129032,0,4166.12903226,0,4186.12903226,0,4217.09677419,0,0,0,?
2017-06-18 00:24:45.676518,4175.16129032,0,4188.06451613,0,4190.64516129,0,4180.0,0,4206.4516129,0,4200.0,0,4169.35483871,0,4182.25806452,0,4193.22580645,0,4204.83870968,0,4193.87096774,0,4202.58064516,0,4177.74193548,0,4240.96774194,0,0,0,?
2017-06-18 00:24:45.687459,4200.64516129,0,4168.70967742,0,4163.5483871,0,4166.4516129,0,4202.90322581,0,4210.0,0,4210.96774194,0,4170.96774194,0,4209.67741935,0,4180.32258065,0,4172.58064516,0,4188.38709677,0,4161.93548387,0,4207.74193548,0,0,0,?
2017-06-18 00:24:45.692486,4189.67741935,0,4202.25806452,0,4208.70967742,0,4158.70967742,0,4204.83870968,0,4162.25806452,0,4169.67741935,0,4172.58064516,0,4212.58064516,0,4178.70967742,0,4168.06451613,0,4177.41935484,0,4194.83870968,0,4207.74193548,0,0,0,?
2017-06-18 00:24:45.703468,4166.12903226,0,4158.70967742,0,4171.29032258,0,4210.32258065,0,4205.48387097,0,4201.29032258,0,4162.58064516,0,4162.25806452,0,4166.4516129,0,4204.83870968,0,4193.5483871,0,4199.67741935,0,4174.51612903,0,4229.35483871,0,0,0,?
2017-06-18 00:24:45.708492,4177.74193548,0,4177.74193548,0,4160.96774194,0,4146.77419355,0,4207.09677419,0,4203.22580645,0,4195.16129032,0,4204.83870968,0,4161.93548387,0,4204.83870968,0,4196.12903226,0,4208.06451613,0,4181.29032258,0,4235.48387097,0,0,0,?
2017-06-18 00:24:45.719457,4199.67741935,0,4163.22580645,0,4191.61290323,0,4156.12903226,0,4208.06451613,0,4209.03225806,0,4201.93548387,0,4209.67741935,0,4195.80645161,0,4210.96774194,0,4207.74193548,0,4206.77419355,0,4193.5483871,0,4216.12903226,0,0,0,?
2017-06-18 00:24:45.724465,4194.83870968,0,4196.12903226,0,4161.93548387,0,4154.19354839,0,4192.90322581,0,4192.90322581,0,4170.96774194,0,4204.19354839,0,4194.51612903,0,4204.51612903,0,4206.4516129,0,4194.83870968,0,4189.67741935,0,4223.22580645,0,0,0,?
2017-06-18 00:24:45.735508,4189.35483871,0,4173.5483871,0,4196.4516129,0,4182.58064516,0,4167.74193548,0,4169.03225806,0,4194.51612903,0,4180.32258065,0,4211.29032258,0,4198.06451613,0,4202.90322581,0,4196.77419355,0,4176.77419355,0,4212.58064516,0,0,0,?
2017-06-18 00:24:45.739470,4196.4516129,0,4194.19354839,0,4189.67741935,0,4154.51612903,0,4176.4516129,0,4168.38709677,0,4144.83870968,0,4162.58064516,0,4190.32258065,0,4193.22580645,0,4206.12903226,0,4193.5483871,0,4184.19354839,0,4214.19354839,0,0,0,?
2017-06-18 00:24:45.750455,4190.0,0,4161.93548387,0,4206.4516129,0,4178.06451613,0,4200.96774194,0,4181.29032258,0,4149.35483871,0,4169.03225806,0,4201.93548387,0,4186.12903226,0,4205.48387097,0,4183.5483871,0,4180.96774194,0,4216.12903226,0,0,0,?
2017-06-18 00:24:45.755465,4181.29032258,0,4190.0,0,4193.22580645,0,4146.12903226,0,4184.83870968,0,4175.48387097,0,4167.09677419,0,4169.67741935,0,4197.74193548,0,4176.77419355,0,4188.06451613,0,4168.70967742,0,4169.03225806,0,4205.16129032,0,0,0,?
2017-06-18 00:24:45.766499,4173.5483871,0,4167.41935484,0,4168.38709677,0,4152.25806452,0,4156.77419355,0,4157.09677419,0,4155.16129032,0,4163.5483871,0,4185.48387097,0,4168.06451613,0,4170.96774194,0,4160.96774194,0,4161.61290323,0,4240.32258065,0,0,0,?
2017-06-18 00:24:45.771466,4160.32258065,0,4173.87096774,0,4178.06451613,0,4173.22580645,0,4173.87096774,0,4162.90322581,0,4161.93548387,0,4169.67741935,0,4181.93548387,0,4167.41935484,0,4170.96774194,0,4169.03225806,0,4159.35483871,0,4230.96774194,0,0,0,?
2017-06-18 00:24:45.782733,4151.29032258,0,4165.16129032,0,4165.48387097,0,4149.67741935,0,4203.5483871,0,4176.77419355,0,4176.4516129,0,4170.0,0,4170.32258065,0,4159.35483871,0,4162.25806452,0,4167.74193548,0,4164.83870968,0,4209.03225806,0,0,0,?
2017-06-18 00:24:45.787485,4141.29032258,0,4140.64516129,0,4129.03225806,0,4177.41935484,0,4196.4516129,0,4184.51612903,0,4175.16129032,0,4168.06451613,0,4174.83870968,0,4150.0,0,4140.64516129,0,4155.16129032,0,4142.25806452,0,4189.35483871,0,0,0,?
2017-06-18 00:24:45.798530,4141.93548387,0,4153.22580645,0,4143.87096774,0,4177.09677419,0,4171.61290323,0,4195.16129032,0,4190.96774194,0,4189.67741935,0,4207.74193548,0,4160.0,0,4138.06451613,0,4163.87096774,0,4133.22580645,0,4207.41935484,0,0,0,?
2017-06-18 00:24:45.802461,4154.19354839,0,4172.25806452,0,4181.61290323,0,4161.29032258,0,4166.12903226,0,4189.35483871,0,4200.64516129,0,4209.03225806,0,4168.70967742,0,4170.0,0,4154.83870968,0,4175.80645161,0,4153.5483871,0,4229.03225806,0,0,0,?
2017-06-18 00:24:45.813530,4162.25806452,0,4170.64516129,0,4180.64516129,0,4140.64516129,0,4182.25806452,0,4174.19354839,0,4180.64516129,0,4201.93548387,0,4210.64516129,0,4172.90322581,0,4163.5483871,0,4169.03225806,0,4154.19354839,0,4232.90322581,0,0,0,?
2017-06-18 00:24:45.818473,4175.48387097,0,4184.19354839,0,4175.16129032,0,4132.58064516,0,4181.29032258,0,4168.38709677,0,4168.70967742,0,4190.64516129,0,4169.67741935,0,4186.4516129,0,4170.64516129,0,4176.12903226,0,4165.48387097,0,4241.61290323,0,0,0,?
2017-06-18 00:24:45.829510,4178.38709677,0,4188.38709677,0,4190.0,0,4161.93548387,0,4169.03225806,0,4165.80645161,0,4170.0,0,4194.19354839,0,4174.19354839,0,4197.09677419,0,4185.16129032,0,4197.41935484,0,4179.35483871,0,4240.64516129,0,0,0,?
2017-06-18 00:24:45.834599,4176.4516129,0,4178.70967742,0,4200.32258065,0,4190.32258065,0,4185.48387097,0,4172.58064516,0,4182.58064516,0,4207.41935484,0,4175.48387097,0,4200.64516129,0,4205.80645161,0,4207.41935484,0,4187.74193548,0,4242.25806452,0,0,0,?
2017-06-18 00:24:45.845507,4183.87096774,0,4191.61290323,0,4198.06451613,0,4145.16129032,0,4162.25806452,0,4196.77419355,0,4197.09677419,0,4204.51612903,0,4188.06451613,0,4201.93548387,0,4211.29032258,0,4206.12903226,0,4192.25806452,0,4213.87096774,0,0,0,?
2017-06-18 00:24:45.850503,4179.67741935,0,4203.5483871,0,4195.16129032,0,4130.96774194,0,4209.03225806,0,4202.25806452,0,4184.51612903,0,4189.35483871,0,4187.09677419,0,4197.41935484,0,4187.74193548,0,4200.96774194,0,4175.80645161,0,4219.35483871,0,0,0,?
2017-06-18 00:24:45.861555,4177.41935484,0,4192.58064516,0,4193.22580645,0,4176.4516129,0,4200.96774194,0,4192.58064516,0,4175.16129032,0,4196.12903226,0,4173.22580645,0,4196.77419355,0,4181.61290323,0,4200.0,0,4176.12903226,0,4195.48387097,0,0,0,?
2017-06-18 00:24:45.865630,4183.22580645,0,4188.38709677,0,4183.5483871,0,4181.93548387,0,4209.03225806,0,4201.61290323,0,4204.51612903,0,4166.4516129,0,4165.48387097,0,4209.67741935,0,4205.80645161,0,4162.25806452,0,4178.06451613,0,4235.48387097,0,0,0,?
2017-06-18 00:24:45.876503,4185.16129032,0,4188.06451613,0,4171.29032258,0,4178.06451613,0,4193.22580645,0,4163.22580645,0,4162.58064516,0,4208.38709677,0,4180.64516129,0,4205.48387097,0,4204.83870968,0,4165.16129032,0,4174.19354839,0,4194.51612903,0,0,0,?
2017-06-18 00:24:45.881523,4170.96774194,0,4174.19354839,0,4169.03225806,0,4160.0,0,4183.22580645,0,4203.22580645,0,4182.58064516,0,4186.12903226,0,4194.83870968,0,4179.35483871,0,4174.51612903,0,4192.25806452,0,4169.03225806,0,4232.25806452,0,0,0,?
2017-06-18 00:24:45.892496,4144.19354839,0,4164.83870968,0,4168.06451613,0,4174.51612903,0,4193.87096774,0,4177.09677419,0,4165.48387097,0,4172.25806452,0,4170.64516129,0,4168.38709677,0,4156.77419355,0,4176.4516129,0,4150.64516129,0,4200.64516129,0,0,0,?
2017-06-18 00:24:45.897467,4149.03225806,0,4163.22580645,0,4161.93548387,0,4161.61290323,0,4179.03225806,0,4159.35483871,0,4163.22580645,0,4161.29032258,0,4194.83870968,0,4174.51612903,0,4155.16129032,0,4174.51612903,0,4153.22580645,0,4198.70967742,0,0,0,?
2017-06-18 00:24:45.908543,4166.4516129,0,4169.67741935,0,4169.03225806,0,4161.93548387,0,4171.93548387,0,4169.67741935,0,4161.93548387,0,4171.93548387,0,4162.58064516,0,4169.35483871,0,4150.64516129,0,4167.74193548,0,4154.51612903,0,4216.12903226,0,0,0,?
2017-06-18 00:24:45.913457,4165.48387097,0,4181.29032258,0,4187.41935484,0,4131.61290323,0,4201.29032258,0,4186.12903226,0,4160.32258065,0,4181.61290323,0,4170.64516129,0,4163.5483871,0,4147.74193548,0,4166.4516129,0,4147.74193548,0,4223.22580645,0,0,0,?
2017-06-18 00:24:45.924519,4178.06451613,0,4196.12903226,0,4198.70967742,0,4149.35483871,0,4161.29032258,0,4189.67741935,0,4163.5483871,0,4168.06451613,0,4195.48387097,0,4186.12903226,0,4155.48387097,0,4187.74193548,0,4160.64516129,0,4227.74193548,0,0,0,?
